,Air In1,Air In2,Water In1,Water In2
0,0.9564405994500478,9.700089607618172e-06,0.0032872442012517634,0.042991716089600646
1,0.9569520321149844,8.257867917515835e-06,0.003287516914000853,0.04299197605779241
2,0.9569985936077515,6.8156414214656655e-06,0.0032877893553939735,0.0429922323384921
3,0.9567660092998135,5.3734149254154975e-06,0.0032880617967870943,0.042992492306683866
4,0.9562545765373863,0.01926252715177297,0.003288334509536184,0.042992750431129594
5,0.9563476251376215,0.016319644022675318,0.0032886072222852738,0.04299300855557532
6,0.9554876505496438,0.013376755160081905,0.003288879663678394,0.042993268523767086
7,0.9546276015763667,0.011498229816825552,0.0032891521050715145,0.04299352849195885
8,0.9543486788340689,0.009619701032510553,0.003289424817820604,0.04299378661640457
9,0.9534654234997075,0.0077411756892542,0.003289697259213725,0.04299404474085031
10,0.9523497326280068,0.006739183558998576,0.0032899699719628147,0.04299430470904207
11,0.9519499433283,0.0057371914287429535,0.003290242413355935,0.04299456283348779
12,0.9515502284138927,0.00473519901013046,0.0032905148547490554,0.042994822801679565
13,0.9511502904410777,0.0037332068798748364,0.003290787567498145,0.04299508092612529
14,0.950750501141371,0.003348730274951327,0.003291060008891266,0.04299533905057101
15,0.9503507119391548,0.0029642533864768957,0.0032913327216403557,0.04299559901876278
16,0.9494673822194941,0.0025797764931965164,0.003291605163033476,0.04299585714320851
17,0.9495139437122613,0.002195299744094572,0.0032918776044265964,0.042996115267654234
18,0.9517918871434112,0.0018108229949926277,0.0032921503171756865,0.042996375235846
19,0.9563476251376215,0.0014263462458906835,0.003292422758568807,0.04299663151654569
20,0.9570449320421113,0.0010418694246995214,0.0032926954713178966,0.042996891484737454
21,0.9569520321149844,0.0010006315327834572,0.003292967912711017,0.04299714960918318
22,0.9566266222652187,0.0009593935687781754,0.0032932406254601067,0.04299740773362891
23,0.9560687023953237,0.000918155676862111,0.0032935130668532275,0.04299766954556672
24,0.955510856910728,0.0008769177801400986,0.003293785508246348,0.04299792767001244
25,0.954720575888793,0.0008356798161348169,0.0032940582209954375,0.04299818579445817
26,0.9542556302338338,0.0007944419242187525,0.003294330662388558,0.042998443918903895
27,0.9537908334469638,0.0007532040323026881,0.0032946033751376476,0.04299870388709566
28,0.9531400880352411,0.0007119660634914585,0.0032948758165307684,0.04299896201154139
29,0.9524892683357098,0.0006707281715753941,0.0032951482579238888,0.04299922197973316
30,0.952024322778241,0.0006294902796593297,0.0032954209706729785,0.04299948010417888
31,0.951094505853622,0.0005882523492956827,0.003295693683422068,0.04299973822862461
32,0.9516058642307497,0.0005470144237379835,0.0032959661248151886,0.04299999819681637
33,0.9534189363922397,0.0005057764933743365,0.0032962385662083094,0.0430002563212621
34,0.9552319341684302,0.0004645385293690547,0.003296511278957399,0.04300051444570782
35,0.9575562903217486,0.00042330063264704244,0.0032967837203505194,0.043000774413899594
36,0.9598806465725574,0.0003820627791785607,0.003297056433099609,0.043001030694599277
37,0.9625772716096062,0.0003408248103673311,0.00329732887449273,0.04300129066279104
38,0.9652728554474448,0.0002995868848096319,0.0032976015872418197,0.043001548787236776
39,0.9679694804844937,0.000258349007311411,0.00329787402863494,0.04300180875542854
40,0.9701542264473191,0.00021711104330612917,0.0032981467413840298,0.04300206872362031
41,0.9729434538702972,0.00017587318503169957,0.00329841918277715,0.043002326848066035
42,0.9749888127010373,0.00013463526427994821,0.003298691624170271,0.04300258497251176
43,0.9777321483914143,9.33973002746664e-05,0.0032989643369193606,0.04300284309695748
44,0.9801499250714647,5.215943238834117e-05,0.003299236778312481,0.04300310490889529
45,0.9822878862881341,1.0921487606850668e-05,0.0032995094910615707,0.04300336303334101
46,0.9850771137111123,1.015989386025771e-05,0.003299781932454691,0.04300362115778675
47,0.9870756877956965,9.39830011366475e-06,0.0033000546452037808,0.04300388112597851
48,0.9876342775232481,8.636706367071793e-06,0.0033003270865969016,0.0430041374066782
49,0.9830785386516226,7.875112620478835e-06,0.003300599527990022,0.04300439737486996
50,0.9727581750056107,7.113518873885875e-06,0.0033008722407391116,0.04300465549931569
51,0.9697827757043912,6.351920321345088e-06,0.0033011446821322324,0.043004913623761416
52,0.9709916635569635,5.5903265747521285e-06,0.003301417394881322,0.04300517359195318
53,0.9728508514843678,4.82873282815917e-06,0.0033016898362744425,0.04300543171639891
54,0.9751984135113176,4.067139081566212e-06,0.003301962277667563,0.04300568984084464
55,0.977545976513173,3.3055453349732534e-06,0.0033022349904166526,0.043005947965290364
56,0.9802893112286445,2.543951588380295e-06,0.0033025074318097734,0.04300620793348213
57,0.9823804886740636,1.7823578417873367e-06,0.003302780144558863,0.043006467901673895
58,0.9833106022624651,1.0207640951943783e-06,0.0033030525859519834,0.04300672602611962
59,0.9827529055484683,0.0008305562480192137,0.003303325027345104,0.04300698415056535
60,0.9752685540715905,0.0008087208662030829,0.0033035977400941935,0.04300724227501107
61,0.9661102925570894,0.0007868855516702217,0.0033038701814873143,0.04300750408694888
62,0.9632274966167049,0.0007650501650481432,0.003304142894236404,0.04300776221139461
63,0.9623676707993258,0.0007432148505152821,0.0033044153356295244,0.043008020335840336
64,0.9615077699142137,0.0007213794638932035,0.003304688048378614,0.0430082803040321
65,0.9609501482679501,0.0006995441541662902,0.0033049604897717345,0.04300853658473179
66,0.9598806465725574,0.000677708839633429,0.0033052329311648553,0.043008796552923556
67,0.9595550875622306,0.0006558734530113505,0.003305505643913945,0.04300905467736928
68,0.9589272512628666,0.0006340381384784895,0.0033057780853070653,0.043009312801815004
69,0.9582999355631076,0.000612202751856411,0.003306050798056155,0.043009572770006776
70,0.9576725453805585,0.0005903674421294977,0.003306323239449276,0.0430098308944525
71,0.9570449320421113,0.0005685320891490539,0.0033065959521983656,0.04301009086264426
72,0.9565800607724515,0.0005466967409745579,0.003306868393591486,0.04301034898709
73,0.9561151895027915,0.0005248613928000621,0.0033071408349846063,0.04301060711153572
74,0.9551854470609623,0.0005030260782672009,0.003307413547733696,0.04301086707972748
75,0.954720575888793,0.0004811911914636966,0.003307685989126817,0.04301112520417322
